[2023-04-29 00:37:22,931] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 00:37:22,992] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 00:37:24,846] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 01:59:25,297] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 01:59:25,344] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 01:59:26,877] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 02:30:02,740] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 02:30:02,788] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 02:30:05,685] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 02:43:16,705] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 02:43:16,752] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 02:43:18,515] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 03:07:56,411] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 03:07:56,468] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 03:07:58,459] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 03:32:30,254] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 03:32:30,300] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 03:32:32,489] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 04:08:34,397] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 04:08:34,445] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 04:08:35,789] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 04:32:45,538] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 04:32:45,598] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 04:32:48,079] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 05:06:53,154] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 05:06:53,201] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 05:06:54,695] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 05:33:08,174] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 05:33:08,233] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 05:33:10,036] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-04-29 06:09:18,421] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-04-29 06:09:18,479] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-04-29 06:09:21,024] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
