[2023-05-01 00:39:47,687] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 00:39:47,734] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 00:39:49,052] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 02:01:20,291] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 02:01:20,345] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 02:01:22,230] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 02:43:27,144] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 02:43:27,191] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 02:43:29,351] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 03:08:16,019] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 03:08:16,067] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 03:08:17,713] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 03:32:51,253] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 03:32:51,317] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 03:32:53,248] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 04:09:35,811] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 04:09:35,874] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 04:09:38,153] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 04:34:02,125] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 04:34:02,182] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 04:34:04,217] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 05:07:55,230] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 05:07:55,286] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 05:07:57,338] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 05:32:44,058] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 05:32:44,105] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 05:32:45,522] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 06:10:10,446] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 06:10:10,493] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 06:10:11,940] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 06:34:47,692] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 06:34:47,755] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 06:34:49,749] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 07:07:47,494] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 07:07:47,544] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 07:07:49,540] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 07:32:27,076] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 07:32:27,123] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 07:32:28,622] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 08:10:25,389] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 08:10:25,436] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 08:10:27,514] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 08:33:10,091] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 08:33:10,137] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 08:33:11,564] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 09:08:21,892] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 09:08:21,939] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 09:08:23,587] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 09:33:03,628] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 09:33:03,682] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 09:33:05,808] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 10:08:12,135] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 10:08:12,182] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 10:08:13,711] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 10:32:57,439] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 10:32:57,502] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 10:32:59,649] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 12:13:33,568] 	ERROR 	39 	scrape.py 	<module>() 	Failed getting THE Price Error: Expecting value: line 1 column 1 (char 0)
[2023-05-01 12:13:33,616] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 12:13:36,176] 	ERROR 	137 	scrape.py 	<module>() 	Error occurred while scraping Error: name 'THE_price' is not defined
[2023-05-01 12:35:30,673] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 12:36:16,527] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 12:47:49,729] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 12:48:53,255] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 13:09:29,261] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 13:10:13,978] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 13:32:31,399] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 13:33:19,797] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 14:07:08,596] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 14:08:18,857] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 14:32:45,463] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 14:33:37,770] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 15:32:30,197] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 15:33:18,461] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 16:09:29,094] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 16:10:19,079] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 16:37:24,157] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 16:38:21,127] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 17:07:03,417] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 17:08:10,928] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
[2023-05-01 17:33:01,814] 	INFO 	52 	scrape.py 	<module>() 	Scrape Started
[2023-05-01 17:34:12,929] 	INFO 	135 	scrape.py 	<module>() 	Scrape Successful
