[2023-03-19 00:44:39,250] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 00:45:45,129] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 02:16:37,638] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 02:17:23,702] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 02:57:53,641] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 02:59:16,465] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 03:13:59,815] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 03:15:15,796] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 03:32:56,736] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 03:33:44,623] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 04:09:21,446] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 04:10:35,286] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 04:36:28,719] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 04:37:31,072] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 05:07:29,388] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 05:08:33,192] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 05:32:34,156] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 05:33:18,329] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 06:11:07,079] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 06:11:52,584] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 06:37:08,010] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 06:38:12,049] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 07:07:06,337] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 07:07:52,867] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 07:32:28,350] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 07:33:39,451] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 08:09:33,592] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 08:10:13,989] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 08:35:00,316] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 08:36:12,114] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 09:07:59,821] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 09:09:06,497] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 09:32:48,166] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 09:33:54,520] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 10:07:52,355] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 10:08:35,598] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 10:33:56,346] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 10:34:55,421] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 11:06:38,210] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 11:07:31,148] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 11:32:45,111] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 11:33:37,179] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 12:13:33,076] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 12:14:43,654] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 12:50:50,438] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 12:51:58,698] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 13:12:47,655] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 13:14:02,276] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 13:32:39,896] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 13:33:44,073] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 14:06:42,981] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 14:07:35,440] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 14:32:34,745] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 14:33:32,384] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 15:07:16,769] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 15:08:10,963] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 15:32:35,541] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 15:33:06,409] 	ERROR 	143 	scrape.py 	<module>() 	Error occurred while scraping Error: HTTPSConnectionPool(host='rpc.ankr.com', port=443): Read timed out. (read timeout=10)
[2023-03-19 16:09:29,725] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 16:10:51,927] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 16:40:08,446] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 16:41:20,630] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 17:06:53,615] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 17:08:09,331] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 17:32:39,330] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 17:33:27,976] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 18:09:11,352] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 18:10:31,382] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 18:34:53,398] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 18:36:15,919] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-19 19:06:29,590] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-19 19:07:20,800] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
