[2023-03-14 00:36:43,921] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 00:37:39,658] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 01:57:08,509] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 01:58:28,937] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 02:29:22,509] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 02:30:30,471] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 02:47:29,851] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 02:48:33,300] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 03:08:59,941] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 03:09:52,510] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 03:33:46,379] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 03:34:37,744] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 04:10:16,892] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 04:11:06,130] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 04:37:52,168] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 04:39:01,719] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 05:08:10,542] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 05:08:59,606] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 05:32:51,547] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 05:34:02,697] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 06:11:37,272] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 06:12:25,168] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 06:38:26,111] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 06:39:32,960] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 07:09:01,505] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 07:10:08,056] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 07:32:41,012] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 07:33:27,271] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 08:12:16,226] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 08:13:06,193] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 08:40:58,059] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 08:41:57,360] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 09:08:58,241] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 09:09:40,908] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 09:35:14,348] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 09:36:19,877] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 10:09:56,132] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 10:10:45,087] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 10:39:41,866] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 10:40:26,502] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 11:08:00,472] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 11:08:44,184] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-14 11:33:00,368] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-14 11:33:52,989] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
