[2023-03-22 00:38:03,178] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 00:39:24,634] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 02:01:35,979] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 02:02:58,800] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 02:43:51,568] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 02:44:57,431] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 03:08:13,064] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 03:09:00,108] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 03:32:57,386] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 03:34:09,139] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 04:09:08,095] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 04:09:53,356] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 04:35:17,697] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 04:36:27,145] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 05:08:31,825] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 05:09:47,523] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 05:32:39,806] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 05:33:25,951] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 06:10:18,049] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 06:11:32,360] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 06:35:17,955] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 06:36:29,213] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 07:07:41,165] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 07:08:46,828] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 07:32:52,763] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 07:33:40,253] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 08:10:11,873] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 08:11:24,326] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 08:34:40,686] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 08:35:26,724] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 09:07:49,089] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 09:08:35,711] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 09:32:49,238] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 09:34:01,890] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 10:08:22,342] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 10:09:31,889] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 10:33:52,520] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 10:34:40,607] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 11:06:56,925] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 11:07:45,790] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 11:32:38,797] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 11:33:27,274] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 12:14:25,035] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 12:15:18,959] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 12:51:19,564] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 12:52:22,538] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 13:13:34,844] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 13:14:39,595] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 13:32:57,911] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 13:33:52,444] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 14:07:17,533] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 14:08:17,666] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 14:32:45,088] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
[2023-03-22 14:33:55,828] 	INFO 	141 	scrape.py 	<module>() 	Scrape Successful
[2023-03-22 15:08:12,658] 	INFO 	43 	scrape.py 	<module>() 	Scrape Started
